Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
  [22] select_random(std::vector<int, std::allocator<int> >, int, int) [198] std::allocator<double>::allocator(std::allocator<double> const&) [154] std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&)
   [9] modify_and_print(int, int, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >, std::vector<unsigned char, std::allocator<unsigned char> >, std::vector<int, std::allocator<int> >) [199] std::allocator<double>::allocator() [462] std::vector<int, std::allocator<int> >::vector(unsigned long, std::allocator<int> const&)
   [4] calculateDistance(Vector3D const&, Vector3D const&) [166] std::allocator<double>::~allocator() [174] std::vector<int, std::allocator<int> >::vector()
   [3] findClosestCluster(Vector3D const&, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > const&) [329] std::allocator<unsigned char>::allocator(std::allocator<unsigned char> const&) [14] std::vector<int, std::allocator<int> >::~vector()
 [396] __static_initialization_and_destruction_0(int, int) (main.cpp) [382] std::allocator<unsigned char>::allocator() [24] std::vector<int, std::allocator<int> >::operator=(std::vector<int, std::allocator<int> >&&)
 [225] stbi__get8(stbi__context*) (stb_image.h) [315] std::allocator<unsigned char>::~allocator() [8] std::vector<int, std::allocator<int> >::operator[](unsigned long)
 [397] stbi__getn(stbi__context*, unsigned char*, int) (stb_image.h) [112] std::allocator<int>::allocator(std::allocator<int> const&) [303] void std::vector<unsigned int, std::allocator<unsigned int> >::emplace_back<unsigned int>(unsigned int&&)
 [101] stbi__zeof(stbi__zbuf*) (stb_image.h) [141] std::allocator<int>::allocator() [363] void std::vector<unsigned int, std::allocator<unsigned int> >::_M_realloc_insert<unsigned int>(__gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > >, unsigned int&&)
 [398] stbi__fopen(char const*, char const*) (stb_image.h) [110] std::allocator<int>::~allocator() [364] std::vector<unsigned int, std::allocator<unsigned int> >::end()
 [103] stbi__zget8(stbi__zbuf*) (stb_image.h) [427] std::allocator<unsigned int>::allocator() [365] std::vector<unsigned int, std::allocator<unsigned int> >::begin()
 [399] stbi__do_png(stbi__png*, int*, int*, int*, int, stbi__result_info*) (stb_image.h) [428] std::allocator<unsigned int>::~allocator() [304] std::vector<unsigned int, std::allocator<unsigned int> >::push_back(unsigned int&&)
 [370] stbi__malloc(unsigned long) (stb_image.h) [200] double* std::__copy_move<false, true, std::random_access_iterator_tag>::__copy_m<double>(double const*, double const*, double*) [463] std::vector<unsigned int, std::allocator<unsigned int> >::vector()
 [400] stbi__rewind(stbi__context*) (stb_image.h) [383] unsigned char* std::__copy_move<false, true, std::random_access_iterator_tag>::__copy_m<unsigned char>(unsigned char const*, unsigned char const*, unsigned char*) [464] std::vector<unsigned int, std::allocator<unsigned int> >::~vector()
  [26] stbiw__crc32(unsigned char*, int) (stb_image_write.h) [137] int* std::__copy_move<false, true, std::random_access_iterator_tag>::__copy_m<int>(int const*, int const*, int*) [305] std::__detail::_Mod<unsigned int, 0u, 1u, 0u, true, false>::__calc(unsigned int)
 [401] stbiw__fopen(char const*, char const*) (stb_image_write.h) [330] int* std::__copy_move<true, true, std::random_access_iterator_tag>::__copy_m<int>(int const*, int const*, int*) [226] std::__detail::_Mod<unsigned long, 4294967296ul, 1ul, 0ul, true, true>::__calc(unsigned long)
  [96] stbiw__paeth(int, int, int) (stb_image_write.h) [297] unsigned int* std::__copy_move<true, true, std::random_access_iterator_tag>::__copy_m<unsigned int>(unsigned int const*, unsigned int const*, unsigned int*) [228] std::__detail::_Mod<unsigned long, 624ul, 1ul, 0ul, true, true>::__calc(unsigned long)
  [27] stbiw__wpcrc(unsigned char**, int) (stb_image_write.h) [16] void std::_Destroy_aux<false>::__destroy<std::vector<int, std::allocator<int> >*>(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >*) [306] unsigned int std::__detail::__mod<unsigned int, 0u, 1u, 0u>(unsigned int)
  [99] stbiw__zhash(unsigned char*) (stb_image_write.h) [201] void std::_Destroy_aux<true>::__destroy<double*>(double*, double*) [227] unsigned long std::__detail::__mod<unsigned long, 4294967296ul, 1ul, 0ul>(unsigned long)
 [402] stbi__do_zlib(stbi__zbuf*, char*, int, int, int) (stb_image.h) [355] void std::_Destroy_aux<true>::__destroy<unsigned char*>(unsigned char*, unsigned char*) [229] unsigned long std::__detail::__mod<unsigned long, 624ul, 1ul, 0ul>(unsigned long)
 [243] stbi__get16be(stbi__context*) (stb_image.h) [115] void std::_Destroy_aux<true>::__destroy<int*>(int*, int*) [465] std::seed_seq::seed_seq<unsigned int>(std::initializer_list<unsigned int>)
 [270] stbi__get32be(stbi__context*) (stb_image.h) [331] void std::_Destroy_aux<true>::__destroy<unsigned int*>(unsigned int*, unsigned int*) [466] std::seed_seq::~seed_seq()
 [403] stbi__png_load(stbi__context*, int*, int*, int*, int, stbi__result_info*) (stb_image.h) [257] std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_allocate(unsigned long) [183] void std::_Construct<std::vector<int, std::allocator<int> >>(std::vector<int, std::allocator<int> >*)
 [404] stbi__png_test(stbi__context*) (stb_image.h) [284] std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_Vector_impl::_M_swap_data(std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_Vector_impl&) [162] void std::_Construct<std::vector<int, std::allocator<int> >, std::vector<int, std::allocator<int> > const&>(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> > const&)
 [106] stbi__zreceive(stbi__zbuf*, int) (stb_image.h) [247] std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_Vector_impl::_Vector_impl(std::allocator<std::vector<int, std::allocator<int> > > const&) [214] std::iterator_traits<double const*>::difference_type std::__distance<double const*>(double const*, double const*, std::random_access_iterator_tag)
 [105] stbiw__sbgrowf(void**, int, int) (stb_image_write.h) [248] std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_Vector_impl::~_Vector_impl() [184] std::iterator_traits<int const*>::difference_type std::__distance<int const*>(int const*, int const*, std::random_access_iterator_tag)
 [104] stbi__fill_bits(stbi__zbuf*) (stb_image.h) [249] std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_deallocate(std::vector<int, std::allocator<int> >*, unsigned long) [467] std::iterator_traits<unsigned char*>::difference_type std::__distance<unsigned char*>(unsigned char*, unsigned char*, std::random_access_iterator_tag)
 [405] stbi__load_main(stbi__context*, int*, int*, int*, int, stbi__result_info*, int) (stb_image.h) [258] std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_create_storage(unsigned long) [389] __gnu_cxx::__enable_if<std::__is_scalar<int>::__value, int*>::__type std::__fill_n_a<int*, unsigned long, int>(int*, unsigned long, int const&)
 [406] stbi__parse_zlib(stbi__zbuf*, int) (stb_image.h) [237] std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_get_Tp_allocator() [114] std::vector<int, std::allocator<int> >* std::__addressof<std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >&)
 [407] stbi__start_file(stbi__context*, _IO_FILE*) (stb_image.h) [332] std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_Vector_base(std::allocator<std::vector<int, std::allocator<int> > > const&) [390] __gnu_cxx::__normal_iterator<unsigned char const*, std::vector<unsigned char, std::allocator<unsigned char> > > std::__miter_base<__gnu_cxx::__normal_iterator<unsigned char const*, std::vector<unsigned char, std::allocator<unsigned char> > > >(__gnu_cxx::__normal_iterator<unsigned char const*, std::vector<unsigned char, std::allocator<unsigned char> > >)
 [289] stbi__stdio_read(void*, char*, int) (stb_image.h) [259] std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_Vector_base(unsigned long, std::allocator<std::vector<int, std::allocator<int> > > const&) [124] __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > std::__miter_base<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >)
 [127] stbi__bit_reverse(int, int) (stb_image.h) [250] std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::~_Vector_base() [168] double const* std::__miter_base<double const*>(double const*)
 [408] stbi__malloc_mad2(int, int, int) (stb_image.h) [202] std::_Vector_base<double, std::allocator<double> >::_M_allocate(unsigned long) [144] int const* std::__miter_base<int const*>(int const*)
 [409] stbi__malloc_mad3(int, int, int, int) (stb_image.h) [203] std::_Vector_base<double, std::allocator<double> >::_Vector_impl::_Vector_impl(std::allocator<double> const&) [391] unsigned char* std::__miter_base<unsigned char*>(unsigned char*)
 [128] stbi__bitreverse16(int) (stb_image.h) [204] std::_Vector_base<double, std::allocator<double> >::_Vector_impl::~_Vector_impl() [286] decltype (__miter_base(({parm#1}.base)())) std::__miter_base<int*>(std::move_iterator<int*>)
 [100] stbiw__zlib_bitrev(int, int) (stb_image_write.h) [205] std::_Vector_base<double, std::allocator<double> >::_M_deallocate(double*, unsigned long) [287] int* std::__miter_base<int*>(int*)
  [20] stbiw__zlib_countm(unsigned char*, unsigned char*, int) (stb_image_write.h) [167] std::_Vector_base<double, std::allocator<double> >::_M_get_Tp_allocator() [267] decltype (__miter_base(({parm#1}.base)())) std::__miter_base<unsigned int*>(std::move_iterator<unsigned int*>)
  [98] stbiw__zlib_flushf(unsigned char*, unsigned int*, int*) (stb_image_write.h) [206] std::_Vector_base<double, std::allocator<double> >::_Vector_base(std::allocator<double> const&) [268] unsigned int* std::__miter_base<unsigned int*>(unsigned int*)
 [292] stbi__refill_buffer(stbi__context*) (stb_image.h) [207] std::_Vector_base<double, std::allocator<double> >::~_Vector_base() [169] double const* std::__niter_base<double const*>(double const*)
 [371] stbi__addsizes_valid(int, int) (stb_image.h) [384] std::_Vector_base<unsigned char, std::allocator<unsigned char> >::_M_allocate(unsigned long) [392] unsigned char const* std::__niter_base<unsigned char const*, std::vector<unsigned char, std::allocator<unsigned char> > >(__gnu_cxx::__normal_iterator<unsigned char const*, std::vector<unsigned char, std::allocator<unsigned char> > >)
 [410] stbi__parse_png_file(stbi__png*, int, int) (stb_image.h) [385] std::_Vector_base<unsigned char, std::allocator<unsigned char> >::_Vector_impl::_M_swap_data(std::_Vector_base<unsigned char, std::allocator<unsigned char> >::_Vector_impl&) [145] int const* std::__niter_base<int const*>(int const*)
 [236] stbi__zbuild_huffman(stbi__zhuffman*, unsigned char const*, int) (stb_image.h) [372] std::_Vector_base<unsigned char, std::allocator<unsigned char> >::_Vector_impl::_Vector_impl(std::allocator<unsigned char> const&) [125] int const* std::__niter_base<int const*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >)
 [411] stbi__mad2sizes_valid(int, int, int) (stb_image.h) [429] std::_Vector_base<unsigned char, std::allocator<unsigned char> >::_Vector_impl::_Vector_impl() [215] double* std::__niter_base<double*>(double*)
 [373] stbi__mad3sizes_valid(int, int, int, int) (stb_image.h) [356] std::_Vector_base<unsigned char, std::allocator<unsigned char> >::_Vector_impl::~_Vector_impl() [366] unsigned char* std::__niter_base<unsigned char*>(unsigned char*)
 [324] stbi__mul2sizes_valid(int, int) (stb_image.h) [357] std::_Vector_base<unsigned char, std::allocator<unsigned char> >::_M_deallocate(unsigned char*, unsigned long) [129] int* std::__niter_base<int*>(int*)
 [412] stbi__start_callbacks(stbi__context*, stbi_io_callbacks*, void*) (stb_image.h) [430] std::_Vector_base<unsigned char, std::allocator<unsigned char> >::_M_create_storage(unsigned long) [245] unsigned int* std::__niter_base<unsigned int*>(unsigned int*)
 [102] stbi__zhuffman_decode(stbi__zbuf*, stbi__zhuffman*) (stb_image.h) [298] std::_Vector_base<unsigned char, std::allocator<unsigned char> >::_M_get_Tp_allocator() [216] double* std::__copy_move_a<false, double const*, double*>(double const*, double const*, double*)
 [374] stbi__check_png_header(stbi__context*) (stb_image.h) [386] std::_Vector_base<unsigned char, std::allocator<unsigned char> >::_Vector_base(std::allocator<unsigned char> const&) [468] unsigned char* std::__copy_move_a<false, unsigned char const*, unsigned char*>(unsigned char const*, unsigned char const*, unsigned char*)
 [413] stbi__create_png_image(stbi__png*, unsigned char*, unsigned int, int, int, int, int) (stb_image.h) [431] std::_Vector_base<unsigned char, std::allocator<unsigned char> >::_Vector_base() [138] int* std::__copy_move_a<false, int const*, int*>(int const*, int const*, int*)
 [350] stbi__get_chunk_header(stbi__context*) (stb_image.h) [432] std::_Vector_base<unsigned char, std::allocator<unsigned char> >::_Vector_base(unsigned long, std::allocator<unsigned char> const&) [469] unsigned char* std::__copy_move_a<false, unsigned char*, unsigned char*>(unsigned char*, unsigned char*, unsigned char*)
  [21] stbiw__encode_png_line(unsigned char*, int, int, int, int, int, int, signed char*) (stb_image_write.h) [358] std::_Vector_base<unsigned char, std::allocator<unsigned char> >::~_Vector_base() [339] int* std::__copy_move_a<true, int*, int*>(int*, int*, int*)
 [414] stbi__parse_zlib_header(stbi__zbuf*) (stb_image.h) [134] std::_Vector_base<int, std::allocator<int> >::_M_allocate(unsigned long) [307] unsigned int* std::__copy_move_a<true, unsigned int*, unsigned int*>(unsigned int*, unsigned int*, unsigned int*)
 [415] stbi__expand_png_palette(stbi__png*, unsigned char*, int, int) (stb_image.h) [139] std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_M_swap_data(std::_Vector_base<int, std::allocator<int> >::_Vector_impl&) [470] unsigned char* std::__copy_move_a2<false, __gnu_cxx::__normal_iterator<unsigned char const*, std::vector<unsigned char, std::allocator<unsigned char> > >, unsigned char*>(__gnu_cxx::__normal_iterator<unsigned char const*, std::vector<unsigned char, std::allocator<unsigned char> > >, __gnu_cxx::__normal_iterator<unsigned char const*, std::vector<unsigned char, std::allocator<unsigned char> > >, unsigned char*)
 [251] stbi__parse_huffman_block(stbi__zbuf*) (stb_image.h) [121] std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl(std::allocator<int> const&) [155] int* std::__copy_move_a2<false, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*)
 [416] stbi__create_png_image_raw(stbi__png*, unsigned char*, unsigned int, int, unsigned int, unsigned int, int, int) (stb_image.h) [171] std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl() [217] double* std::__copy_move_a2<false, double const*, double*>(double const*, double const*, double*)
 [252] stbi__compute_huffman_codes(stbi__zbuf*) (stb_image.h) [119] std::_Vector_base<int, std::allocator<int> >::_Vector_impl::~_Vector_impl() [185] int* std::__copy_move_a2<false, int const*, int*>(int const*, int const*, int*)
 [146] stbi__zhuffman_decode_slowpath(stbi__zbuf*, stbi__zhuffman*) (stb_image.h) [116] std::_Vector_base<int, std::allocator<int> >::_M_deallocate(int*, unsigned long) [471] unsigned char* std::__copy_move_a2<false, unsigned char*, unsigned char*>(unsigned char*, unsigned char*, unsigned char*)
 [417] stbi__load_and_postprocess_8bit(stbi__context*, int*, int*, int*, int) (stb_image.h) [147] std::_Vector_base<int, std::allocator<int> >::_M_create_storage(unsigned long) [340] int* std::__copy_move_a2<true, int*, int*>(int*, int*, int*)
 [254] __gnu_cxx::new_allocator<std::vector<int, std::allocator<int> > >::deallocate(std::vector<int, std::allocator<int> >*, unsigned long) [108] std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() [308] unsigned int* std::__copy_move_a2<true, unsigned int*, unsigned int*>(unsigned int*, unsigned int*, unsigned int*)
 [255] __gnu_cxx::new_allocator<std::vector<int, std::allocator<int> > >::allocate(unsigned long, void const*) [142] std::_Vector_base<int, std::allocator<int> >::_Vector_base(std::allocator<int> const&) [341] void std::__alloc_on_move<std::allocator<std::vector<int, std::allocator<int> > > >(std::allocator<std::vector<int, std::allocator<int> > >&, std::allocator<std::vector<int, std::allocator<int> > >&)
 [240] __gnu_cxx::new_allocator<std::vector<int, std::allocator<int> > >::new_allocator(__gnu_cxx::new_allocator<std::vector<int, std::allocator<int> > > const&) [172] std::_Vector_base<int, std::allocator<int> >::_Vector_base() [472] void std::__alloc_on_move<std::allocator<unsigned char> >(std::allocator<unsigned char>&, std::allocator<unsigned char>&)
 [316] __gnu_cxx::new_allocator<std::vector<int, std::allocator<int> > >::new_allocator() [148] std::_Vector_base<int, std::allocator<int> >::_Vector_base(unsigned long, std::allocator<int> const&) [175] void std::__alloc_on_move<std::allocator<int> >(std::allocator<int>&, std::allocator<int>&)
 [238] __gnu_cxx::new_allocator<std::vector<int, std::allocator<int> > >::~new_allocator() [120] std::_Vector_base<int, std::allocator<int> >::~_Vector_base() [342] void std::__do_alloc_on_move<std::allocator<std::vector<int, std::allocator<int> > > >(std::allocator<std::vector<int, std::allocator<int> > >&, std::allocator<std::vector<int, std::allocator<int> > >&, std::integral_constant<bool, true>)
 [191] __gnu_cxx::new_allocator<double>::deallocate(double*, unsigned long) [359] std::_Vector_base<unsigned int, std::allocator<unsigned int> >::_M_allocate(unsigned long) [473] void std::__do_alloc_on_move<std::allocator<unsigned char> >(std::allocator<unsigned char>&, std::allocator<unsigned char>&, std::integral_constant<bool, true>)
 [192] __gnu_cxx::new_allocator<double>::allocate(unsigned long, void const*) [433] std::_Vector_base<unsigned int, std::allocator<unsigned int> >::_Vector_impl::_Vector_impl() [176] void std::__do_alloc_on_move<std::allocator<int> >(std::allocator<int>&, std::allocator<int>&, std::integral_constant<bool, true>)
 [193] __gnu_cxx::new_allocator<double>::new_allocator(__gnu_cxx::new_allocator<double> const&) [434] std::_Vector_base<unsigned int, std::allocator<unsigned int> >::_Vector_impl::~_Vector_impl() [280] std::vector<int, std::allocator<int> >* std::uninitialized_copy<__gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> > const*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >, std::vector<int, std::allocator<int> >*>(__gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> > const*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >, __gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> > const*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >, std::vector<int, std::allocator<int> >*)
 [194] __gnu_cxx::new_allocator<double>::new_allocator() [333] std::_Vector_base<unsigned int, std::allocator<unsigned int> >::_M_deallocate(unsigned int*, unsigned long) [474] unsigned char* std::uninitialized_copy<__gnu_cxx::__normal_iterator<unsigned char const*, std::vector<unsigned char, std::allocator<unsigned char> > >, unsigned char*>(__gnu_cxx::__normal_iterator<unsigned char const*, std::vector<unsigned char, std::allocator<unsigned char> > >, __gnu_cxx::__normal_iterator<unsigned char const*, std::vector<unsigned char, std::allocator<unsigned char> > >, unsigned char*)
 [164] __gnu_cxx::new_allocator<double>::~new_allocator() [271] std::_Vector_base<unsigned int, std::allocator<unsigned int> >::_M_get_Tp_allocator() [156] int* std::uninitialized_copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*)
 [375] __gnu_cxx::new_allocator<unsigned char>::deallocate(unsigned char*, unsigned long) [435] std::_Vector_base<unsigned int, std::allocator<unsigned int> >::_Vector_base() [218] double* std::uninitialized_copy<double const*, double*>(double const*, double const*, double*)
 [376] __gnu_cxx::new_allocator<unsigned char>::allocate(unsigned long, void const*) [436] std::_Vector_base<unsigned int, std::allocator<unsigned int> >::~_Vector_base() [186] int* std::uninitialized_copy<int const*, int*>(int const*, int const*, int*)
 [325] __gnu_cxx::new_allocator<unsigned char>::new_allocator(__gnu_cxx::new_allocator<unsigned char> const&) [285] std::move_iterator<int*>::move_iterator(int*) [475] unsigned char* std::uninitialized_copy<unsigned char*, unsigned char*>(unsigned char*, unsigned char*, unsigned char*)
 [377] __gnu_cxx::new_allocator<unsigned char>::new_allocator() [266] std::move_iterator<unsigned int*>::move_iterator(unsigned int*) [343] int* std::uninitialized_copy<std::move_iterator<int*>, int*>(std::move_iterator<int*>, std::move_iterator<int*>, int*)
 [314] __gnu_cxx::new_allocator<unsigned char>::~new_allocator() [437] std::random_device::random_device(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [309] unsigned int* std::uninitialized_copy<std::move_iterator<unsigned int*>, unsigned int*>(std::move_iterator<unsigned int*>, std::move_iterator<unsigned int*>, unsigned int*)
 [132] __gnu_cxx::new_allocator<int>::deallocate(int*, unsigned long) [438] std::random_device::~random_device() [219] std::iterator_traits<double const*>::iterator_category std::__iterator_category<double const*>(double const* const&)
 [133] __gnu_cxx::new_allocator<int>::allocate(unsigned long, void const*) [299] std::random_device::operator()() [187] std::iterator_traits<int const*>::iterator_category std::__iterator_category<int const*>(int const* const&)
  [93] void __gnu_cxx::new_allocator<int>::construct<int, int const&>(int*, int const&) [260] std::allocator_traits<std::allocator<std::vector<int, std::allocator<int> > > >::deallocate(std::allocator<std::vector<int, std::allocator<int> > >&, std::vector<int, std::allocator<int> >*, unsigned long) [476] std::iterator_traits<unsigned char*>::iterator_category std::__iterator_category<unsigned char*>(unsigned char* const&)
 [140] __gnu_cxx::new_allocator<int>::new_allocator() [277] std::allocator_traits<std::allocator<std::vector<int, std::allocator<int> > > >::select_on_container_copy_construction(std::allocator<std::vector<int, std::allocator<int> > > const&) [477] int* std::uninitialized_fill_n<int*, unsigned long, int>(int*, unsigned long, int const&)
 [111] __gnu_cxx::new_allocator<int>::new_allocator(__gnu_cxx::new_allocator<int> const&) [261] std::allocator_traits<std::allocator<std::vector<int, std::allocator<int> > > >::allocate(std::allocator<std::vector<int, std::allocator<int> > >&, unsigned long) [281] std::vector<int, std::allocator<int> >* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> > const*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >, std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> > const*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >, __gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> > const*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >, std::vector<int, std::allocator<int> >*, std::allocator<std::vector<int, std::allocator<int> > >&)
 [109] __gnu_cxx::new_allocator<int>::~new_allocator() [208] std::allocator_traits<std::allocator<double> >::deallocate(std::allocator<double>&, double*, unsigned long) [478] unsigned char* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<unsigned char const*, std::vector<unsigned char, std::allocator<unsigned char> > >, unsigned char*, unsigned char>(__gnu_cxx::__normal_iterator<unsigned char const*, std::vector<unsigned char, std::allocator<unsigned char> > >, __gnu_cxx::__normal_iterator<unsigned char const*, std::vector<unsigned char, std::allocator<unsigned char> > >, unsigned char*, std::allocator<unsigned char>&)
 [351] __gnu_cxx::new_allocator<unsigned int>::deallocate(unsigned int*, unsigned long) [209] std::allocator_traits<std::allocator<double> >::allocate(std::allocator<double>&, unsigned long) [157] int* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*, int>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*, std::allocator<int>&)
 [352] __gnu_cxx::new_allocator<unsigned int>::allocate(unsigned long, void const*) [387] std::allocator_traits<std::allocator<unsigned char> >::deallocate(std::allocator<unsigned char>&, unsigned char*, unsigned long) [220] double* std::__uninitialized_copy_a<double const*, double*, double>(double const*, double const*, double*, std::allocator<double>&)
 [293] void __gnu_cxx::new_allocator<unsigned int>::construct<unsigned int, unsigned int>(unsigned int*, unsigned int&&) [439] std::allocator_traits<std::allocator<unsigned char> >::select_on_container_copy_construction(std::allocator<unsigned char> const&) [188] int* std::__uninitialized_copy_a<int const*, int*, int>(int const*, int const*, int*, std::allocator<int>&)
 [418] __gnu_cxx::new_allocator<unsigned int>::new_allocator() [388] std::allocator_traits<std::allocator<unsigned char> >::allocate(std::allocator<unsigned char>&, unsigned long) [479] unsigned char* std::__uninitialized_copy_a<unsigned char*, unsigned char*, unsigned char>(unsigned char*, unsigned char*, unsigned char*, std::allocator<unsigned char>&)
 [419] __gnu_cxx::new_allocator<unsigned int>::~new_allocator() [135] std::allocator_traits<std::allocator<int> >::deallocate(std::allocator<int>&, int*, unsigned long) [344] int* std::__uninitialized_copy_a<std::move_iterator<int*>, int*, int>(std::move_iterator<int*>, std::move_iterator<int*>, int*, std::allocator<int>&)
 [273] __gnu_cxx::__alloc_traits<std::allocator<std::vector<int, std::allocator<int> > >, std::vector<int, std::allocator<int> > >::_S_select_on_copy(std::allocator<std::vector<int, std::allocator<int> > > const&) [152] std::allocator_traits<std::allocator<int> >::select_on_container_copy_construction(std::allocator<int> const&) [310] unsigned int* std::__uninitialized_copy_a<std::move_iterator<unsigned int*>, unsigned int*, unsigned int>(std::move_iterator<unsigned int*>, std::move_iterator<unsigned int*>, unsigned int*, std::allocator<unsigned int>&)
 [420] __gnu_cxx::__alloc_traits<std::allocator<unsigned char>, unsigned char>::_S_select_on_copy(std::allocator<unsigned char> const&) [136] std::allocator_traits<std::allocator<int> >::allocate(std::allocator<int>&, unsigned long) [480] int* std::__uninitialized_fill_n_a<int*, unsigned long, int, int>(int*, unsigned long, int const&, std::allocator<int>&)
 [149] __gnu_cxx::__alloc_traits<std::allocator<int>, int>::_S_select_on_copy(std::allocator<int> const&) [334] std::allocator_traits<std::allocator<int> >::max_size(std::allocator<int> const&) [321] std::vector<int, std::allocator<int> >* std::__uninitialized_default_n<std::vector<int, std::allocator<int> >*, unsigned long>(std::vector<int, std::allocator<int> >*, unsigned long)
 [246] __gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> > const*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >::__normal_iterator(std::vector<int, std::allocator<int> > const* const&) [94] void std::allocator_traits<std::allocator<int> >::construct<int, int const&>(std::allocator<int>&, int*, int const&) [481] int* std::__uninitialized_default_n<int*, unsigned long>(int*, unsigned long)
 [160] __gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> > const*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >::operator++() [360] std::allocator_traits<std::allocator<unsigned int> >::deallocate(std::allocator<unsigned int>&, unsigned int*, unsigned long) [322] std::vector<int, std::allocator<int> >* std::__uninitialized_default_n_a<std::vector<int, std::allocator<int> >*, unsigned long, std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >*, unsigned long, std::allocator<std::vector<int, std::allocator<int> > >&)
